"idnum","child_attend_kindergarten","povstatus"
"1139",NA,"high-income"
"1140","no","low-income"
"1141",NA,"low-income"
"1142",NA,"low-income"
"1143","yes","low-income"
"1144",NA,"low-income"
"1145","yes","low-income"
"1146","no","low-income"
"1147",NA,"low-income"
"1148","yes","high-income"
"1149",NA,"high-income"
"1150","yes","high-income"
"1151","no","high-income"
"1152","no","low-income"
"1153",NA,"low-income"
"1154","no","low-income"
"1155","yes","low-income"
"1156",NA,"high-income"
"1157",NA,"high-income"
"1158",NA,"low-income"
"1159","yes","high-income"
"1160",NA,"high-income"
"1161",NA,"low-income"
"1162","no","high-income"
"1163","yes","low-income"
"1164","yes","high-income"
"1165",NA,"low-income"
"1166",NA,"high-income"
"1167",NA,"high-income"
"1168",NA,"high-income"
"1169",NA,"low-income"
"1170","yes","low-income"
"1171","yes","high-income"
"1172","no","low-income"
"1173",NA,"low-income"
"1174","no","low-income"
"1175","no","low-income"
"1176","no","high-income"
"1177",NA,"low-income"
"1178",NA,"high-income"
"1179","yes","low-income"
"1180",NA,"high-income"
"1181","yes","high-income"
"1182",NA,"high-income"
"1183",NA,"high-income"
"1184",NA,"low-income"
"1185","yes","low-income"
"1186",NA,"high-income"
"1187","no","high-income"
"1188",NA,"low-income"
"1189","no","high-income"
"1190","no","high-income"
"1191",NA,"low-income"
"1192",NA,"low-income"
"1193","no","high-income"
"1194",NA,"low-income"
"1195","yes","high-income"
"1196",NA,"low-income"
"1197","no","high-income"
"1198","no","high-income"
"1199","no","high-income"
"1200","yes","high-income"
"1201",NA,"high-income"
"1202","no","low-income"
"1203","no","low-income"
"1204",NA,"low-income"
"1205","no","low-income"
"1206",NA,"high-income"
"1207","yes","high-income"
"1208","no","high-income"
"1209",NA,"high-income"
"1210",NA,"high-income"
"1211",NA,"low-income"
"1212",NA,"low-income"
"1213",NA,"high-income"
"1214","yes","high-income"
"1215","yes","high-income"
"1216","yes","low-income"
"1217","yes","low-income"
"1218",NA,"high-income"
"1219","yes","low-income"
"1220","no","high-income"
"1221","no","low-income"
"1222","no","high-income"
"1223",NA,"low-income"
"1224","yes","high-income"
"1225",NA,"low-income"
"1226","no","low-income"
"1227",NA,"high-income"
"1228","yes","high-income"
"1229",NA,"low-income"
"1230","no","low-income"
"1231","no","high-income"
"1232",NA,"low-income"
"1233",NA,"low-income"
"1234",NA,"high-income"
"1235",NA,"high-income"
"1236","yes","low-income"
"1237",NA,"high-income"
"1238","yes","low-income"
"1239",NA,"high-income"
"1240",NA,"high-income"
"1241","yes","low-income"
"1242",NA,"low-income"
"1243","no","high-income"
"1244",NA,"low-income"
"1245",NA,NA
"1246","no","low-income"
"1247",NA,"low-income"
"1248","yes","high-income"
"1249",NA,"low-income"
"1250",NA,"high-income"
"1251",NA,"low-income"
"1252","no","high-income"
"1253",NA,"high-income"
"1254",NA,"low-income"
"1255",NA,"high-income"
"1256",NA,"low-income"
"1257",NA,"low-income"
"1258",NA,"low-income"
"1259",NA,"low-income"
"1260",NA,"low-income"
"1261","yes","high-income"
"1262","yes","high-income"
"1263",NA,"high-income"
"1264","no","high-income"
"1265","yes","high-income"
"1266",NA,"high-income"
"1267",NA,"high-income"
"1268",NA,"low-income"
"1269",NA,"high-income"
"1270",NA,"low-income"
"1271","no","high-income"
"1272",NA,"low-income"
"1273",NA,"high-income"
"1274","no","low-income"
"1275","yes","high-income"
"1276",NA,"low-income"
"1277","yes","low-income"
"1278",NA,"high-income"
"1279",NA,"low-income"
"1280","no","high-income"
"1281",NA,"low-income"
"1282","no","low-income"
"1283",NA,"low-income"
"1284","yes","low-income"
"1285",NA,"low-income"
"1286",NA,"high-income"
"1287",NA,"low-income"
"1288",NA,"high-income"
"1289","yes","low-income"
"1290","no","high-income"
"1291",NA,"low-income"
"1292","yes","low-income"
"1293","yes","low-income"
"1294",NA,"high-income"
"1295","yes","low-income"
"1296","yes","high-income"
"1297",NA,"high-income"
"1298","no","low-income"
"1299","yes","low-income"
"1300",NA,"low-income"
"1301","no","high-income"
"1302",NA,"low-income"
"1303","no","low-income"
"1304","no","low-income"
"1305","yes","low-income"
"1306",NA,"high-income"
"1307",NA,"high-income"
"1308","yes","low-income"
"1309","yes","low-income"
"1310",NA,"low-income"
"1311",NA,"low-income"
"1312","yes","low-income"
"1313",NA,"low-income"
"1314",NA,"high-income"
"1315","yes","low-income"
"1316","no","low-income"
"1317","no","high-income"
"1318",NA,"high-income"
"1319","no","high-income"
"1320","no","high-income"
"1321",NA,"high-income"
"1322","no","low-income"
"1323",NA,"high-income"
"1324","no","high-income"
"1325",NA,"low-income"
"1326","no","high-income"
"1327","yes","high-income"
"1328",NA,"low-income"
"1329","no","high-income"
"1330","no","low-income"
"1331","yes","high-income"
"1332",NA,"low-income"
"1333","yes","high-income"
"1334",NA,"high-income"
"1335","yes","low-income"
"1336","yes","high-income"
"1337",NA,"low-income"
"1338",NA,"high-income"
"1339",NA,"high-income"
"1340","yes","low-income"
"1341","no","low-income"
"1342","no","high-income"
"1343",NA,"low-income"
"1344","yes","low-income"
"1345","yes","high-income"
"1346",NA,"low-income"
"1347","yes","high-income"
"1348",NA,"high-income"
"1349",NA,"high-income"
"1350","no","high-income"
"1351","yes","high-income"
"1352",NA,"low-income"
"1353",NA,"high-income"
"1354","yes","low-income"
"1355",NA,"high-income"
"1356",NA,"high-income"
"1357",NA,"high-income"
"1358","no","high-income"
"1359","no","low-income"
"1360",NA,"high-income"
"1361","yes","high-income"
"1362",NA,"low-income"
"1363",NA,"low-income"
"1364",NA,"low-income"
"1365",NA,"low-income"
"1366",NA,"low-income"
"1367","yes","high-income"
"1368","yes","low-income"
"1369",NA,"low-income"
"1370",NA,"low-income"
"1371",NA,"high-income"
"1372",NA,"high-income"
"1373","no","high-income"
"1374",NA,"high-income"
"1375","yes","low-income"
"1376",NA,"low-income"
"1377",NA,"low-income"
"1378",NA,"high-income"
"1379","no","high-income"
"1380",NA,"low-income"
"1381","no","low-income"
"1382",NA,"high-income"
"1383",NA,"low-income"
"1384",NA,"high-income"
"1385","yes","high-income"
"1386",NA,"low-income"
"1387",NA,"low-income"
"1388",NA,"high-income"
"1389","no","low-income"
"1390","yes","low-income"
"1391","yes","low-income"
"1392",NA,"high-income"
"1393","no","high-income"
"1394",NA,"low-income"
"1395",NA,"low-income"
"1396",NA,"high-income"
"1397",NA,"high-income"
"1398",NA,"low-income"
"1399","no","high-income"
"1400",NA,"high-income"
"1401","yes","low-income"
"1402",NA,"low-income"
"1403","yes","high-income"
"1404","yes","high-income"
"1405","no","low-income"
"1406",NA,"low-income"
"1407",NA,"low-income"
"1408",NA,"high-income"
"1409",NA,"low-income"
"1410",NA,"high-income"
"1411",NA,"low-income"
"1412",NA,"low-income"
"1413","yes","low-income"
"1414","no","low-income"
"1415",NA,"high-income"
"1416",NA,"high-income"
"1417",NA,"high-income"
"1418","no","high-income"
"1419",NA,"low-income"
"1420",NA,"high-income"
"1421","no","low-income"
"1422",NA,"high-income"
"1423","no","high-income"
"1424","yes","high-income"
"1425",NA,"high-income"
"1426","yes","low-income"
"1427",NA,"low-income"
"1428",NA,"low-income"
"1429",NA,"low-income"
"1430",NA,"low-income"
"1431","no","low-income"
"1432","yes","high-income"
"1433",NA,"low-income"
"1434",NA,"low-income"
"1435","no","high-income"
"1436","yes","low-income"
"1437",NA,"low-income"
"1438","yes","high-income"
"1439",NA,"high-income"
"1440",NA,"low-income"
"1441",NA,"high-income"
"1442","no","high-income"
"1443","yes","low-income"
"1444",NA,"low-income"
"1445","no","high-income"
"1446",NA,"low-income"
"1447","yes","low-income"
"1448","yes","high-income"
"1449",NA,"low-income"
"1450",NA,"high-income"
"1451",NA,"low-income"
"1452",NA,"high-income"
"1453",NA,"low-income"
"1454",NA,"low-income"
"1455","yes","high-income"
"1456",NA,"low-income"
"1457","no","high-income"
"1458",NA,"high-income"
"1459",NA,"high-income"
"1460","yes","high-income"
"1461",NA,"low-income"
"1462",NA,"low-income"
"1463",NA,"low-income"
"1464",NA,"low-income"
"1465","yes","high-income"
"1466",NA,"high-income"
"1467",NA,"low-income"
"1468",NA,"high-income"
"1469","no","high-income"
"1470","no","low-income"
"1471","no","high-income"
"1472",NA,"low-income"
"1473","no","high-income"
"1474",NA,"high-income"
"1475",NA,"low-income"
"1476",NA,"high-income"
"1477",NA,"low-income"
"1478",NA,"low-income"
"1479",NA,"high-income"
"1480",NA,"high-income"
"1481",NA,"high-income"
"1482","yes","high-income"
"1483","no","high-income"
"1484",NA,"low-income"
"1485",NA,"low-income"
"1486",NA,"low-income"
"1487","yes","high-income"
"1488",NA,"high-income"
"1489",NA,"low-income"
"1490","yes","high-income"
"1491",NA,"low-income"
"1492",NA,"low-income"
"1493","yes","high-income"
"1494","no","high-income"
"1495",NA,"high-income"
"1496","no","low-income"
"1497","no","high-income"
"1498",NA,"low-income"
"1499",NA,"low-income"
"1500","yes","low-income"
"1501","yes","low-income"
"1502","yes","high-income"
"1503","no","high-income"
"1504",NA,"low-income"
"1505",NA,"high-income"
"1506","no","low-income"
"1507",NA,"low-income"
"1508",NA,"high-income"
"1509","no","high-income"
"1510","no","high-income"
"1511","no","high-income"
"1512","no","low-income"
"1513",NA,"low-income"
"1514",NA,"low-income"
"1515",NA,"high-income"
"1516",NA,"low-income"
"1517","no","high-income"
"1518",NA,"high-income"
"1519","no","low-income"
"1520","no","high-income"
"1521","no","high-income"
"1522",NA,"low-income"
"1523",NA,"low-income"
"1524",NA,"high-income"
"1525","no","high-income"
"1526",NA,"high-income"
"1527","yes","high-income"
"1528",NA,"low-income"
"1529","no","low-income"
"1530","no","high-income"
"1531",NA,"high-income"
"1532",NA,"low-income"
"1533","no","low-income"
"1534",NA,"low-income"
"1535","no","high-income"
"1536",NA,"low-income"
"1537",NA,"high-income"
"1538","no","low-income"
"1539",NA,"high-income"
"1540","yes","high-income"
"1541","yes","low-income"
"1542","no","high-income"
"1543",NA,"high-income"
"1544",NA,"high-income"
"1545",NA,"low-income"
"1546","no","high-income"
"1547",NA,"low-income"
"1548",NA,"low-income"
"1549","no","high-income"
"1550",NA,"high-income"
"1551",NA,"high-income"
"1552",NA,"high-income"
"1553","yes","low-income"
"1554",NA,"high-income"
"1555",NA,"high-income"
"1556",NA,"low-income"
"1557","no","high-income"
"1558","no","low-income"
"1559",NA,"low-income"
"1560",NA,"high-income"
"1561","yes","high-income"
"1562","yes","high-income"
"1563",NA,"high-income"
"1564","yes","low-income"
"1565","yes","low-income"
"1566","yes","low-income"
"1567","yes","high-income"
"1568","no","low-income"
"1569",NA,"low-income"
"1570",NA,"low-income"
"1571",NA,"low-income"
"1572",NA,"low-income"
"1573",NA,"low-income"
"1574","yes","low-income"
"1575","yes","low-income"
"1576","yes","low-income"
"1577",NA,"high-income"
"1578",NA,"low-income"
"1579",NA,"high-income"
"1580",NA,"high-income"
"1581",NA,"low-income"
"1582","yes","high-income"
"1583","no","high-income"
"1584",NA,"high-income"
"1585",NA,"high-income"
"1586","yes","high-income"
"1587",NA,"high-income"
"1588","no","low-income"
"1589","yes","low-income"
"1590","no","high-income"
"1591","no","high-income"
"1592",NA,"low-income"
"1593",NA,"low-income"
"1594","no","high-income"
"1595",NA,"high-income"
"1596",NA,"low-income"
"1597",NA,"high-income"
"1598","no","high-income"
"1599",NA,"low-income"
"1600","yes","high-income"
"1601",NA,"low-income"
"1602",NA,"low-income"
"1603","yes","high-income"
"1604",NA,"low-income"
"1605",NA,"high-income"
"1606","yes","high-income"
"1607","yes","low-income"
"1608",NA,"low-income"
"1609",NA,"low-income"
"1610","no","high-income"
"1611","yes","high-income"
"1612","no","high-income"
"1613","no","high-income"
"1614",NA,"low-income"
"1615",NA,"low-income"
"1616","no","high-income"
"1617",NA,"low-income"
"1618",NA,"low-income"
"1619","yes","low-income"
"1620","yes","high-income"
"1621","yes","low-income"
"1622",NA,"high-income"
"1623","yes","high-income"
"1624",NA,"low-income"
"1625",NA,"low-income"
"1626",NA,"low-income"
"1627",NA,"high-income"
"1628","yes","high-income"
"1629","no","high-income"
"1630",NA,"low-income"
"1631","no","low-income"
"1632","no","low-income"
"1633","yes","low-income"
"1634","yes","high-income"
"1635",NA,"low-income"
"1636","no","low-income"
"1637",NA,"low-income"
"1638",NA,"low-income"
"1639","yes","low-income"
"1640",NA,"high-income"
"1641","no","high-income"
"1642",NA,"low-income"
"1643",NA,"low-income"
"1644",NA,"low-income"
"1645",NA,"low-income"
"1646","yes","high-income"
"1647","no","low-income"
"1648",NA,"low-income"
"1649","no","high-income"
"1650",NA,"high-income"
"1651","yes","high-income"
"1652",NA,"high-income"
"1653",NA,"high-income"
"1654",NA,"low-income"
"1655",NA,"low-income"
"1656","yes","high-income"
"1657","no","low-income"
"1658","yes","low-income"
"1659",NA,"high-income"
"1660","no","high-income"
"1661",NA,"high-income"
"1662","no","high-income"
"1663","no","high-income"
"1664",NA,"high-income"
"1665","yes","low-income"
"1666",NA,"low-income"
"1667",NA,"low-income"
"1668","no","low-income"
"1669",NA,"high-income"
"1670",NA,"high-income"
"1671",NA,"high-income"
"1672","no","high-income"
"1673",NA,"low-income"
"1674","no","high-income"
"1675","no","high-income"
"1676",NA,"low-income"
"1677",NA,"high-income"
"1678","yes","low-income"
"1679",NA,"low-income"
"1680",NA,"high-income"
"1681",NA,"low-income"
"1682",NA,"low-income"
"1683",NA,"high-income"
"1684",NA,"high-income"
"1685",NA,"low-income"
"1686","no","low-income"
"1687","no","low-income"
"1688","no","high-income"
"1689",NA,"high-income"
"1690",NA,"high-income"
"1691",NA,"low-income"
"1692",NA,"high-income"
"1693",NA,"high-income"
"1694",NA,"high-income"
"1695",NA,"high-income"
"1696",NA,"low-income"
"1697","no","high-income"
"1698",NA,"high-income"
"1699",NA,"low-income"
"1700","no","low-income"
"1701","yes","high-income"
"1702","yes","high-income"
"1703","yes","high-income"
"1704",NA,"high-income"
"1705",NA,"high-income"
"1706",NA,"high-income"
"1707",NA,"high-income"
"1708",NA,"low-income"
"1709",NA,"high-income"
"1710",NA,"high-income"
"1711","no","low-income"
"1712",NA,"low-income"
"1713","no","high-income"
"1714","yes","high-income"
"1715","yes","high-income"
"1716",NA,"low-income"
"1717",NA,"low-income"
"1718","no","low-income"
"1719","yes","high-income"
"1720","yes","high-income"
"1721","no","high-income"
"1722","yes","low-income"
"1723","yes","low-income"
"1724",NA,"high-income"
"1725","no","high-income"
"1726",NA,"low-income"
"1727",NA,"low-income"
"1728","no","high-income"
"1729",NA,"high-income"
"1730",NA,"high-income"
"1731",NA,"low-income"
"1732",NA,"low-income"
"1733",NA,"low-income"
"1734","no","low-income"
"1735","yes","low-income"
"1736",NA,"high-income"
"1737","yes","low-income"
"1738",NA,"low-income"
"1739",NA,"high-income"
"1740",NA,"low-income"
"1741",NA,"low-income"
"1742","no","low-income"
"1743",NA,"low-income"
"1744","yes","low-income"
"1745","yes","high-income"
"1746","no","low-income"
"1747","yes","high-income"
"1748",NA,"high-income"
"1749",NA,"low-income"
"1750",NA,"low-income"
"1751","yes","high-income"
"1752","yes","high-income"
"1753",NA,"low-income"
"1754",NA,"high-income"
"1755",NA,"low-income"
"1756",NA,"high-income"
"1757",NA,"low-income"
"1758","yes","high-income"
"1759",NA,"low-income"
"1760",NA,"low-income"
"1761",NA,"high-income"
"1762","no","low-income"
"1763",NA,"high-income"
"1764",NA,"low-income"
"1765",NA,"high-income"
"1766","yes","high-income"
"1767","no","high-income"
"1768","no","low-income"
"1769","no","low-income"
"1770",NA,"low-income"
"1771","no","high-income"
"1772","yes","high-income"
"1773","yes","low-income"
"1774","no","low-income"
"1775","no","high-income"
"1776",NA,"low-income"
"1777",NA,"low-income"
"1778",NA,"low-income"
"1779",NA,"high-income"
"1780",NA,"high-income"
"1781","yes","low-income"
"1782","yes","low-income"
"1783","no","high-income"
"1784","yes","high-income"
"1785","yes","high-income"
"1786",NA,"high-income"
"1787","no","high-income"
"1788","no","low-income"
"1789","no","high-income"
"1790",NA,"low-income"
"1791",NA,"high-income"
"1792",NA,"high-income"
"1793","no","high-income"
"1794",NA,"low-income"
"1795","yes","high-income"
"1796","no","high-income"
"1797","no","high-income"
"1798","yes","high-income"
"1799","yes","high-income"
"1800","no","low-income"
"1801","yes","high-income"
"1802","yes","low-income"
"1803",NA,"high-income"
"1804",NA,"low-income"
"1805",NA,"low-income"
"1806","yes","high-income"
"1807",NA,"low-income"
"1808","yes","low-income"
"1809","yes","high-income"
"1810","yes","high-income"
"1811","yes","low-income"
"1812","no","high-income"
"1813","yes","high-income"
"1814","yes","high-income"
"1815","yes","high-income"
"1816",NA,"high-income"
"1817",NA,"high-income"
"1818",NA,"low-income"
"1819","yes","low-income"
"1820",NA,"high-income"
"1821","no","high-income"
"1822","no","low-income"
"1823",NA,"high-income"
"1824",NA,"high-income"
"1825",NA,"high-income"
"1826",NA,"high-income"
"1827",NA,"high-income"
"1828",NA,"low-income"
"1829",NA,"high-income"
"1830","no","low-income"
"1831",NA,"high-income"
"1832","no","low-income"
"1833",NA,"high-income"
"1834","yes","low-income"
"1835","no","low-income"
"1836",NA,"high-income"
"1837",NA,"low-income"
"1838",NA,"high-income"
"1839",NA,"high-income"
"1840","yes","low-income"
"1841",NA,"high-income"
"1842","no","high-income"
"1843","yes","high-income"
"1844","no","low-income"
"1845","yes","low-income"
"1846",NA,"low-income"
"1847",NA,"high-income"
"1848","yes","low-income"
"1849",NA,"high-income"
"1850","yes","low-income"
"1851",NA,"low-income"
"1852",NA,"high-income"
"1853","no","low-income"
"1854",NA,"low-income"
"1855","no","low-income"
"1856","no","high-income"
"1857","yes","high-income"
"1858",NA,"low-income"
"1859","yes","high-income"
"1860",NA,"high-income"
"1861","no","high-income"
"1862",NA,"low-income"
"1863","no","high-income"
"1864",NA,"high-income"
"1865",NA,"low-income"
"1866",NA,"low-income"
"1867",NA,"high-income"
"1868",NA,"low-income"
"1869",NA,"low-income"
"1870","no","low-income"
"1871",NA,"high-income"
"1872",NA,"low-income"
"1873",NA,"low-income"
"1874","no","high-income"
"1875",NA,"high-income"
"1876",NA,"low-income"
"1877","no","low-income"
"1878",NA,"high-income"
"1879","yes","high-income"
"1880",NA,"high-income"
"1881","no","low-income"
"1882","no","high-income"
"1883","yes","low-income"
"1884",NA,"high-income"
"1885",NA,"high-income"
"1886",NA,"low-income"
"1887","yes","low-income"
"1888","no","high-income"
"1889","yes","high-income"
"1890","yes","low-income"
"1891",NA,"high-income"
"1892","yes","low-income"
"1893","yes","low-income"
"1894",NA,"low-income"
"1895","no","high-income"
"1896","no","low-income"
"1897",NA,"low-income"
"1898","no","low-income"
"1899","no","low-income"
"1900",NA,"low-income"
"1901",NA,"high-income"
"1902","no","low-income"
"1903",NA,"high-income"
"1904",NA,"high-income"
"1905","no","low-income"
"1906","no","low-income"
"1907","no","low-income"
"1908",NA,"high-income"
"1909",NA,"low-income"
"1910",NA,"high-income"
"1911","no","low-income"
"1912","yes","low-income"
"1913","no","high-income"
"1914","yes","low-income"
"1915",NA,"high-income"
"1916","no","high-income"
"1917",NA,"high-income"
"1918","yes","high-income"
"1919","no","low-income"
"1920","no","low-income"
"1921",NA,"low-income"
"1922",NA,"low-income"
"1923",NA,"high-income"
"1924",NA,"low-income"
"1925","no","high-income"
"1926",NA,"low-income"
"1927","yes","high-income"
"1928","yes","low-income"
"1929","no","high-income"
"1930","yes","low-income"
"1931","no","low-income"
"1932","yes","high-income"
"1933","yes","low-income"
"1934","yes","low-income"
"1935",NA,"low-income"
"1936","no","low-income"
"1937","no","high-income"
"1938","yes","high-income"
"1939","no","high-income"
"1940","no","low-income"
"1941","no","high-income"
"1942",NA,"high-income"
"1943","yes","high-income"
"1944","no","high-income"
"1945","yes","high-income"
"1946",NA,"high-income"
"1947",NA,"high-income"
"1948","yes","high-income"
"1949",NA,"low-income"
"1950","yes","high-income"
"1951",NA,"low-income"
"1952","no","high-income"
"1953","yes","low-income"
"1954",NA,"low-income"
"1955",NA,"low-income"
"1956","yes","low-income"
"1957",NA,"high-income"
"1958","yes","low-income"
"1959",NA,"low-income"
"1960",NA,"high-income"
"1961",NA,"high-income"
"1962",NA,"high-income"
"1963","yes","low-income"
"1964","no","high-income"
"1965","no","high-income"
"1966","yes","high-income"
"1967","yes","high-income"
"1968",NA,"low-income"
"1969",NA,"low-income"
"1970",NA,"low-income"
"1971",NA,"low-income"
"1972","yes","low-income"
"1973",NA,"low-income"
"1974",NA,"low-income"
"1975","yes","low-income"
"1976",NA,"low-income"
"1977","yes","low-income"
"1978","no","high-income"
"1979",NA,"high-income"
"1980",NA,"low-income"
"1981",NA,"high-income"
"1982",NA,"low-income"
"1983","no","high-income"
"1984",NA,"high-income"
"1985",NA,"low-income"
"1986",NA,"high-income"
"1987",NA,"high-income"
"1988",NA,"low-income"
"1989",NA,"high-income"
"1990",NA,"low-income"
"1991","yes","low-income"
"1992",NA,"low-income"
"1993","no","low-income"
"1994",NA,"low-income"
"1995","no","low-income"
"1996","no","low-income"
"1997","no","high-income"
"1998","yes","low-income"
"1999",NA,"high-income"
"2000",NA,"low-income"
"2001","no","high-income"
"2002",NA,"high-income"
"2003",NA,"low-income"
"2004",NA,"low-income"
"2005","no","high-income"
"2006",NA,"high-income"
"2007","yes","low-income"
"2008","no","low-income"
"2009",NA,"high-income"
"2010","no","high-income"
"2011",NA,"low-income"
"2012",NA,"high-income"
"2013","no","high-income"
"2014",NA,"low-income"
"2015",NA,"high-income"
"2016","no","high-income"
"2017","no","high-income"
"2018","no","low-income"
"2019","no","low-income"
"2020",NA,"low-income"
"2021",NA,"low-income"
"2022","yes","low-income"
"2023","yes","high-income"
"2024","yes","low-income"
"2025","yes","low-income"
"2026",NA,"high-income"
"2027","no","low-income"
"2028",NA,"high-income"
"2029",NA,"low-income"
"2030",NA,"high-income"
"2031","no","low-income"
"2032","no","high-income"
"2033","no","high-income"
"2034","no","low-income"
"2035","yes","high-income"
"2036","yes","high-income"
"2037","no","low-income"
"2038",NA,"high-income"
"2039",NA,"low-income"
"2040",NA,"high-income"
"2041",NA,"low-income"
"2042","no","low-income"
"2043",NA,"low-income"
"2044",NA,"low-income"
"2045",NA,"high-income"
"2046","yes","low-income"
"2047","yes","low-income"
"2048",NA,"high-income"
"2049","yes","low-income"
"2050",NA,"low-income"
"2051",NA,"high-income"
"2052","yes","high-income"
"2053","no","low-income"
"2054",NA,"high-income"
"2055","no","high-income"
"2056",NA,"high-income"
"2057","yes","high-income"
"2058",NA,"low-income"
"2059",NA,"low-income"
"2060","yes","low-income"
"2061","yes","low-income"
"2062","no","low-income"
"2063",NA,"low-income"
"2064",NA,"low-income"
"2065","no","high-income"
"2066","yes","high-income"
"2067",NA,"low-income"
"2068",NA,"low-income"
"2069",NA,"low-income"
"2070",NA,"low-income"
"2071","no","high-income"
"2072","yes","low-income"
"2073","yes","low-income"
"2074",NA,"low-income"
"2075","yes","high-income"
"2076",NA,"high-income"
"2077","yes","low-income"
"2078","no","low-income"
"2079","no","high-income"
"2080","yes","low-income"
"2081","yes","low-income"
"2082","no","high-income"
"2083",NA,"high-income"
"2084","no","low-income"
"2085",NA,"high-income"
"2086","no","high-income"
"2087","no","low-income"
"2088",NA,"low-income"
"2089","yes","high-income"
"2090",NA,"high-income"
"2091","yes","low-income"
"2092","no","low-income"
"2093",NA,"high-income"
"2094","no","low-income"
"2095","yes","low-income"
"2096","no","low-income"
"2097","no","high-income"
"2098","no","high-income"
"2099","no","low-income"
"2100","yes","low-income"
"2101",NA,"high-income"
"2102","no","high-income"
"2103",NA,"low-income"
"2104","no","high-income"
"2105","no","high-income"
"2106",NA,"high-income"
"2107",NA,"high-income"
"2108",NA,"high-income"
"2109",NA,"low-income"
"2110","no","low-income"
"2111",NA,"high-income"
"2112",NA,"high-income"
"2113","yes","low-income"
"2114","no","high-income"
"2115","yes","high-income"
"2116","no","low-income"
"2117",NA,"low-income"
"2118",NA,"low-income"
"2119","no","high-income"
"2120",NA,"low-income"
"2121","yes","low-income"
"2122","yes","low-income"
"2123","no","high-income"
"2124",NA,"low-income"
"2125","yes","low-income"
"2126",NA,"low-income"
"2127","yes","high-income"
"2128",NA,"low-income"
"2129","yes","low-income"
"2130",NA,"high-income"
"2131",NA,"high-income"
"2132","yes","high-income"
"2133",NA,"high-income"
"2134",NA,"low-income"
"2135",NA,"low-income"
"2136",NA,"low-income"
"2137","no","high-income"
"2138","no","high-income"
"2139","yes","low-income"
"2140",NA,"high-income"
"2141",NA,"high-income"
"2142","yes","high-income"
"2143","no","low-income"
"2144","yes","low-income"
"2145","yes","high-income"
"2146",NA,"low-income"
"2147",NA,"low-income"
"2148","no","high-income"
"2149",NA,"high-income"
"2150","yes","high-income"
"2151","yes","low-income"
"2152","yes","low-income"
"2153","no","low-income"
"2154",NA,"low-income"
"2155",NA,"high-income"
"2156",NA,"low-income"
"2157",NA,"low-income"
"2158",NA,"low-income"
"2159",NA,"high-income"
"2160",NA,"low-income"
"2161","no","low-income"
"2162","no","high-income"
"2163","yes","low-income"
"2164","no","high-income"
"2165",NA,"low-income"
"2166","no","low-income"
"2167",NA,"high-income"
"2168",NA,"low-income"
"2169",NA,"high-income"
"2170","yes","high-income"
"2171","no","low-income"
"2172",NA,"high-income"
"2173",NA,"low-income"
"2174",NA,"low-income"
"2175",NA,"low-income"
"2176","no","low-income"
"2177",NA,"high-income"
"2178",NA,"low-income"
"2179","no","high-income"
"2180",NA,"low-income"
"2181","no","high-income"
"2182",NA,"low-income"
"2183","yes","low-income"
"2184","yes","low-income"
"2185",NA,"low-income"
"2186","no","high-income"
"2187","yes","high-income"
"2188",NA,"high-income"
"2189",NA,"low-income"
"2190",NA,"low-income"
"2191",NA,"high-income"
"2192",NA,"high-income"
"2193",NA,"low-income"
"2194",NA,"low-income"
"2195",NA,"low-income"
"2196",NA,"low-income"
"2197",NA,"low-income"
"2198",NA,"high-income"
"2199","no","low-income"
"2200","yes","low-income"
"2201",NA,"high-income"
"2202","no","low-income"
"2203","no","high-income"
"2204","yes","low-income"
"2205","yes","low-income"
"2206","yes","low-income"
"2207",NA,"high-income"
"2208",NA,"high-income"
"2209",NA,"high-income"
"2210",NA,"high-income"
"2211","yes","high-income"
"2212","no","low-income"
"2213","yes","high-income"
"2214",NA,"high-income"
"2215","yes","high-income"
"2216",NA,"high-income"
"2217","yes","low-income"
"2218","yes","low-income"
"2219","yes","low-income"
"2220","no","low-income"
"2221",NA,"low-income"
"2222","no","low-income"
"2223",NA,"low-income"
"2224","yes","low-income"
"2225","no","low-income"
"2226",NA,"high-income"
"2227",NA,"low-income"
"2228",NA,"low-income"
"2229",NA,"high-income"
"2230","yes","low-income"
"2231",NA,"low-income"
"2232","no","high-income"
"2233","no","high-income"
"2234",NA,"low-income"
"2235","yes","low-income"
"2236","yes","low-income"
"2237",NA,"low-income"
"2238","no","low-income"
"2239",NA,"low-income"
"2240","yes","high-income"
"2241",NA,"high-income"
"2242",NA,"low-income"
"2243",NA,"low-income"
"2244",NA,"high-income"
"2245","no","high-income"
"2246",NA,"high-income"
"2247",NA,"low-income"
"2248","no","high-income"
"2249",NA,"low-income"
"2250","no","high-income"
"2251",NA,"high-income"
"2252",NA,"high-income"
"2253",NA,"low-income"
"2254",NA,"low-income"
"2255",NA,"low-income"
"2256",NA,"high-income"
"2257",NA,"high-income"
"2258","no","low-income"
"2259","no","high-income"
"2260",NA,"low-income"
"2261","no","high-income"
"2262","yes","low-income"
"2263",NA,"high-income"
"2264","yes","high-income"
"2265",NA,"high-income"
"2266","no","low-income"
"2267",NA,"low-income"
"2268","no","high-income"
"2269",NA,"high-income"
"2270","yes","low-income"
"2271",NA,"low-income"
"2272","no","high-income"
"2273",NA,"high-income"
"2274",NA,"low-income"
"2275",NA,"high-income"
"2276","yes","high-income"
