"idnum","child_attend_kindergarten","povstatus"
"1165",NA,"low-income"
"1166","no","high-income"
"1167","no","high-income"
"1168","yes","high-income"
"1169","no","low-income"
"1170","yes","low-income"
"1171","yes","high-income"
"1172","yes","low-income"
"1173","yes","low-income"
"1174","yes","low-income"
"1175","no","low-income"
"1176","yes","high-income"
"1177","yes","low-income"
"1178","yes","high-income"
"1179","yes","low-income"
"1180","no","high-income"
"1181","yes","high-income"
"1182","yes","high-income"
"1183","yes","high-income"
"1184","yes","low-income"
"1185","yes","low-income"
"1186","yes","high-income"
"1187","no","high-income"
"1188","yes","low-income"
"1189","no","high-income"
"1190","yes","high-income"
"1191","yes","low-income"
"1192","yes","low-income"
"1193","yes","high-income"
"1194","yes","low-income"
"1195","yes","high-income"
"1196","yes","low-income"
"1197","yes","high-income"
"1198","yes","high-income"
"1199","yes","high-income"
"1200","yes","high-income"
"1201","no","high-income"
"1202","yes","low-income"
"1203","no","low-income"
"1204","no","low-income"
"1205","yes","low-income"
"1206","yes","high-income"
"1207","yes","high-income"
"1208","yes","high-income"
"1209","yes","high-income"
"1210","yes","high-income"
"1211","no","low-income"
"1212","yes","low-income"
"1213","yes","high-income"
"1214","yes","high-income"
"1215","yes","high-income"
"1216","no","low-income"
"1217","no","low-income"
"1218","yes","high-income"
"1219","yes","low-income"
"1220","yes","high-income"
"1221","yes","low-income"
"1222","yes","high-income"
"1223","yes","low-income"
"1224","yes","high-income"
"1225","yes","low-income"
"1226","yes","low-income"
"1227","yes","high-income"
"1228","yes","high-income"
"1229",NA,"low-income"
"1230","no","low-income"
"1231","yes","high-income"
"1232",NA,"low-income"
"1233","yes","low-income"
"1234","yes","high-income"
"1235","yes","high-income"
"1236","yes","low-income"
"1237",NA,"high-income"
"1238","yes","low-income"
"1239",NA,"high-income"
"1240",NA,"high-income"
"1241","no","low-income"
"1242","yes","low-income"
"1243","no","high-income"
"1244","yes","low-income"
"1245",NA,NA
"1246","yes","low-income"
"1247",NA,"low-income"
"1248","yes","high-income"
"1249",NA,"low-income"
"1250","yes","high-income"
"1251",NA,"low-income"
"1252","yes","high-income"
"1253",NA,"high-income"
"1254","yes","low-income"
"1255","no","high-income"
"1256",NA,"low-income"
"1257","no","low-income"
"1258",NA,"low-income"
"1259","yes","low-income"
"1260","yes","low-income"
"1261","yes","high-income"
"1262","yes","high-income"
"1263","no","high-income"
"1264","yes","high-income"
"1265","no","high-income"
"1266","no","high-income"
"1267","yes","high-income"
"1268","yes","low-income"
"1269","yes","high-income"
"1270","yes","low-income"
"1271","yes","high-income"
"1272",NA,"low-income"
"1273",NA,"high-income"
"1274","yes","low-income"
"1275","yes","high-income"
"1276","yes","low-income"
"1277","yes","low-income"
"1278","yes","high-income"
"1279",NA,"low-income"
"1280","yes","high-income"
"1281","yes","low-income"
"1282","no","low-income"
"1283",NA,"low-income"
"1284","yes","low-income"
"1285",NA,"low-income"
"1286","yes","high-income"
"1287",NA,"low-income"
"1288","yes","high-income"
"1289","yes","low-income"
"1290","yes","high-income"
"1291",NA,"low-income"
"1292","yes","low-income"
"1293","yes","low-income"
"1294","yes","high-income"
"1295","no","low-income"
"1296","yes","high-income"
"1297",NA,"high-income"
"1298","no","low-income"
"1299","yes","low-income"
"1300",NA,"low-income"
"1301","yes","high-income"
"1302",NA,"low-income"
"1303","yes","low-income"
"1304","no","low-income"
"1305","yes","low-income"
"1306",NA,"high-income"
"1307","yes","high-income"
"1308","yes","low-income"
"1309","no","low-income"
"1310",NA,"low-income"
"1311","yes","low-income"
"1312","yes","low-income"
"1313","no","low-income"
"1314","no","high-income"
"1315","no","low-income"
"1316","no","low-income"
"1317","yes","high-income"
"1318","yes","high-income"
"1319","yes","high-income"
"1320","yes","high-income"
"1321","yes","high-income"
"1322","yes","low-income"
"1323","yes","high-income"
"1324","yes","high-income"
"1325",NA,"low-income"
"1326","yes","high-income"
"1327","yes","high-income"
"1328","yes","low-income"
"1329","no","high-income"
"1330","yes","low-income"
"1331","yes","high-income"
"1332","yes","low-income"
"1333","yes","high-income"
"1334","yes","high-income"
"1335","no","low-income"
"1336","no","high-income"
"1337",NA,"low-income"
"1338","yes","high-income"
"1339",NA,"high-income"
"1340","yes","low-income"
"1341","yes","low-income"
"1342","no","high-income"
"1343","no","low-income"
"1344","yes","low-income"
"1345","yes","high-income"
"1346","yes","low-income"
"1347","yes","high-income"
"1348","yes","high-income"
"1349","yes","high-income"
"1350","no","high-income"
"1351","yes","high-income"
"1352",NA,"low-income"
"1353","yes","high-income"
"1354","yes","low-income"
"1355",NA,"high-income"
"1356","no","high-income"
"1357","yes","high-income"
"1358","yes","high-income"
"1359","yes","low-income"
"1360","yes","high-income"
"1361","yes","high-income"
"1362","yes","low-income"
"1363","yes","low-income"
"1364","yes","low-income"
"1365","no","low-income"
"1366","yes","low-income"
"1367","yes","high-income"
"1368","yes","low-income"
"1369","yes","low-income"
"1370","yes","low-income"
"1371","no","high-income"
"1372",NA,"high-income"
"1373","yes","high-income"
"1374",NA,"high-income"
"1375","yes","low-income"
"1376",NA,"low-income"
"1377","yes","low-income"
"1378",NA,"high-income"
"1379","yes","high-income"
"1380","no","low-income"
"1381","yes","low-income"
"1382",NA,"high-income"
"1383","no","low-income"
"1384",NA,"high-income"
"1385","yes","high-income"
"1386",NA,"low-income"
"1387","yes","low-income"
"1388","yes","high-income"
"1389","yes","low-income"
"1390","yes","low-income"
"1391","yes","low-income"
"1392",NA,"high-income"
"1393","yes","high-income"
"1394","yes","low-income"
"1395","yes","low-income"
"1396","yes","high-income"
"1397",NA,"high-income"
"1398","no","low-income"
"1399","yes","high-income"
"1400",NA,"high-income"
"1401","no","low-income"
"1402",NA,"low-income"
"1403","yes","high-income"
"1404","yes","high-income"
"1405","no","low-income"
"1406",NA,"low-income"
"1407","yes","low-income"
"1408","yes","high-income"
"1409","yes","low-income"
"1410",NA,"high-income"
"1411",NA,"low-income"
"1412","yes","low-income"
"1413","no","low-income"
"1414","yes","low-income"
"1415","yes","high-income"
"1416","yes","high-income"
"1417","yes","high-income"
"1418","no","high-income"
"1419",NA,"low-income"
"1420","yes","high-income"
"1421","no","low-income"
"1422","yes","high-income"
"1423","yes","high-income"
"1424","yes","high-income"
"1425",NA,"high-income"
"1426","no","low-income"
"1427","yes","low-income"
"1428",NA,"low-income"
"1429","yes","low-income"
"1430","yes","low-income"
"1431","yes","low-income"
"1432","no","high-income"
"1433","yes","low-income"
"1434","yes","low-income"
"1435","no","high-income"
"1436","no","low-income"
"1437","yes","low-income"
"1438","yes","high-income"
"1439","yes","high-income"
"1440",NA,"low-income"
"1441",NA,"high-income"
"1442","no","high-income"
"1443","yes","low-income"
"1444",NA,"low-income"
"1445","yes","high-income"
"1446","yes","low-income"
"1447","yes","low-income"
"1448","yes","high-income"
"1449","no","low-income"
"1450","yes","high-income"
"1451","no","low-income"
"1452",NA,"high-income"
"1453","yes","low-income"
"1454",NA,"low-income"
"1455","yes","high-income"
"1456","yes","low-income"
"1457","no","high-income"
"1458","yes","high-income"
"1459",NA,"high-income"
"1460","yes","high-income"
"1461","no","low-income"
"1462","yes","low-income"
"1463",NA,"low-income"
"1464","yes","low-income"
"1465","no","high-income"
"1466","yes","high-income"
"1467","yes","low-income"
"1468",NA,"high-income"
"1469","yes","high-income"
"1470","yes","low-income"
"1471","yes","high-income"
"1472",NA,"low-income"
"1473","yes","high-income"
"1474","yes","high-income"
"1475","yes","low-income"
"1476","yes","high-income"
"1477","yes","low-income"
"1478",NA,"low-income"
"1479","yes","high-income"
"1480","yes","high-income"
"1481",NA,"high-income"
"1482","yes","high-income"
"1483","yes","high-income"
"1484","yes","low-income"
"1485",NA,"low-income"
"1486","no","low-income"
"1487","yes","high-income"
"1488","yes","high-income"
"1489",NA,"low-income"
"1490","yes","high-income"
"1491","yes","low-income"
"1492","yes","low-income"
"1493","yes","high-income"
"1494","yes","high-income"
"1495","no","high-income"
"1496","yes","low-income"
"1497","yes","high-income"
"1498",NA,"low-income"
"1499","yes","low-income"
"1500","yes","low-income"
"1501","no","low-income"
"1502","yes","high-income"
"1503","yes","high-income"
"1504","yes","low-income"
"1505","yes","high-income"
"1506","yes","low-income"
"1507","yes","low-income"
"1508","yes","high-income"
"1509","yes","high-income"
"1510","yes","high-income"
"1511","no","high-income"
"1512","yes","low-income"
"1513",NA,"low-income"
"1514","no","low-income"
"1515","yes","high-income"
"1516","yes","low-income"
"1517","yes","high-income"
"1518","yes","high-income"
"1519","yes","low-income"
"1520","yes","high-income"
"1521","yes","high-income"
"1522","yes","low-income"
"1523",NA,"low-income"
"1524","yes","high-income"
"1525","yes","high-income"
"1526","yes","high-income"
"1527","yes","high-income"
"1528","yes","low-income"
"1529","yes","low-income"
"1530","no","high-income"
"1531","no","high-income"
"1532","yes","low-income"
"1533","yes","low-income"
"1534","no","low-income"
"1535","no","high-income"
"1536","yes","low-income"
"1537","yes","high-income"
"1538","no","low-income"
"1539",NA,"high-income"
"1540","yes","high-income"
"1541","no","low-income"
"1542","yes","high-income"
"1543","no","high-income"
"1544","yes","high-income"
"1545","yes","low-income"
"1546","yes","high-income"
"1547",NA,"low-income"
"1548","yes","low-income"
"1549","yes","high-income"
"1550","yes","high-income"
"1551","yes","high-income"
"1552",NA,"high-income"
"1553","yes","low-income"
"1554","yes","high-income"
"1555","yes","high-income"
"1556","yes","low-income"
"1557","yes","high-income"
"1558","yes","low-income"
"1559","yes","low-income"
"1560","no","high-income"
"1561","yes","high-income"
"1562","no","high-income"
"1563","yes","high-income"
"1564","yes","low-income"
"1565","no","low-income"
"1566","yes","low-income"
"1567","yes","high-income"
"1568","yes","low-income"
"1569","yes","low-income"
"1570","no","low-income"
"1571",NA,"low-income"
"1572","yes","low-income"
"1573","yes","low-income"
"1574","yes","low-income"
"1575","yes","low-income"
"1576","yes","low-income"
"1577","yes","high-income"
"1578","yes","low-income"
"1579","no","high-income"
"1580","yes","high-income"
"1581","yes","low-income"
"1582","yes","high-income"
"1583","yes","high-income"
"1584","yes","high-income"
"1585",NA,"high-income"
"1586","yes","high-income"
"1587",NA,"high-income"
"1588","no","low-income"
"1589","yes","low-income"
"1590","yes","high-income"
"1591","yes","high-income"
"1592",NA,"low-income"
"1593","yes","low-income"
"1594","no","high-income"
"1595",NA,"high-income"
"1596","yes","low-income"
"1597","yes","high-income"
"1598","yes","high-income"
"1599",NA,"low-income"
"1600","no","high-income"
"1601","yes","low-income"
"1602","yes","low-income"
"1603","no","high-income"
"1604",NA,"low-income"
"1605","yes","high-income"
"1606","yes","high-income"
"1607","yes","low-income"
"1608","yes","low-income"
"1609","yes","low-income"
"1610","yes","high-income"
"1611","yes","high-income"
"1612","no","high-income"
"1613","yes","high-income"
"1614",NA,"low-income"
"1615","no","low-income"
"1616","no","high-income"
"1617","yes","low-income"
"1618",NA,"low-income"
"1619","yes","low-income"
"1620","yes","high-income"
"1621","yes","low-income"
"1622",NA,"high-income"
"1623","no","high-income"
"1624","yes","low-income"
"1625","yes","low-income"
"1626","yes","low-income"
"1627","yes","high-income"
"1628","yes","high-income"
"1629","yes","high-income"
"1630","yes","low-income"
"1631","no","low-income"
"1632","no","low-income"
"1633","yes","low-income"
"1634","yes","high-income"
"1635","yes","low-income"
"1636","yes","low-income"
"1637",NA,"low-income"
"1638","yes","low-income"
"1639","yes","low-income"
"1640","yes","high-income"
"1641","yes","high-income"
"1642",NA,"low-income"
"1643",NA,"low-income"
"1644",NA,"low-income"
"1645","yes","low-income"
"1646","yes","high-income"
"1647","yes","low-income"
"1648",NA,"low-income"
"1649","yes","high-income"
"1650","yes","high-income"
"1651","yes","high-income"
"1652","yes","high-income"
"1653","yes","high-income"
"1654","yes","low-income"
"1655","yes","low-income"
"1656","yes","high-income"
"1657","no","low-income"
"1658","yes","low-income"
"1659",NA,"high-income"
"1660","yes","high-income"
"1661",NA,"high-income"
"1662","no","high-income"
"1663","yes","high-income"
"1664","yes","high-income"
"1665","yes","low-income"
"1666",NA,"low-income"
"1667",NA,"low-income"
"1668","yes","low-income"
"1669",NA,"high-income"
"1670",NA,"high-income"
"1671",NA,"high-income"
"1672","yes","high-income"
"1673","yes","low-income"
"1674","yes","high-income"
"1675","yes","high-income"
"1676","yes","low-income"
"1677","yes","high-income"
"1678","yes","low-income"
"1679",NA,"low-income"
"1680",NA,"high-income"
"1681","yes","low-income"
"1682","yes","low-income"
"1683","yes","high-income"
"1684","yes","high-income"
"1685","no","low-income"
"1686","yes","low-income"
"1687","no","low-income"
"1688","yes","high-income"
"1689","yes","high-income"
"1690",NA,"high-income"
"1691",NA,"low-income"
"1692","no","high-income"
"1693","yes","high-income"
"1694","yes","high-income"
"1695","yes","high-income"
"1696","no","low-income"
"1697","no","high-income"
"1698","yes","high-income"
"1699","no","low-income"
"1700","no","low-income"
"1701","yes","high-income"
"1702","yes","high-income"
"1703","yes","high-income"
"1704",NA,"high-income"
"1705","yes","high-income"
"1706",NA,"high-income"
"1707","yes","high-income"
"1708","yes","low-income"
"1709","yes","high-income"
"1710","yes","high-income"
"1711","yes","low-income"
"1712",NA,"low-income"
"1713","yes","high-income"
"1714","yes","high-income"
"1715","yes","high-income"
"1716",NA,"low-income"
"1717","no","low-income"
"1718","yes","low-income"
"1719","yes","high-income"
"1720","yes","high-income"
"1721","yes","high-income"
"1722","yes","low-income"
"1723","yes","low-income"
"1724",NA,"high-income"
"1725","yes","high-income"
"1726",NA,"low-income"
"1727","yes","low-income"
"1728","yes","high-income"
"1729","no","high-income"
"1730",NA,"high-income"
"1731","yes","low-income"
"1732","yes","low-income"
"1733","yes","low-income"
"1734","yes","low-income"
"1735","yes","low-income"
"1736",NA,"high-income"
"1737","yes","low-income"
"1738","yes","low-income"
"1739","yes","high-income"
"1740","yes","low-income"
"1741","yes","low-income"
"1742","no","low-income"
"1743","yes","low-income"
"1744","no","low-income"
"1745","yes","high-income"
"1746","no","low-income"
"1747","yes","high-income"
"1748","yes","high-income"
"1749","yes","low-income"
"1750","yes","low-income"
"1751","yes","high-income"
"1752","no","high-income"
"1753","yes","low-income"
"1754",NA,"high-income"
"1755",NA,"low-income"
"1756",NA,"high-income"
"1757","yes","low-income"
"1758","yes","high-income"
"1759","yes","low-income"
"1760",NA,"low-income"
"1761",NA,"high-income"
"1762","yes","low-income"
"1763",NA,"high-income"
"1764","yes","low-income"
"1765","yes","high-income"
"1766","yes","high-income"
"1767","yes","high-income"
"1768","no","low-income"
"1769","no","low-income"
"1770","yes","low-income"
"1771","yes","high-income"
"1772","yes","high-income"
"1773","yes","low-income"
"1774","yes","low-income"
"1775","no","high-income"
"1776","yes","low-income"
"1777","yes","low-income"
"1778",NA,"low-income"
"1779","yes","high-income"
"1780","yes","high-income"
"1781","yes","low-income"
"1782","no","low-income"
"1783","yes","high-income"
"1784","yes","high-income"
"1785","yes","high-income"
"1786","no","high-income"
"1787","yes","high-income"
"1788","yes","low-income"
"1789","yes","high-income"
"1790","no","low-income"
"1791","no","high-income"
"1792",NA,"high-income"
"1793","yes","high-income"
"1794",NA,"low-income"
"1795","yes","high-income"
"1796","no","high-income"
"1797","yes","high-income"
"1798","yes","high-income"
"1799","yes","high-income"
"1800","yes","low-income"
"1801","yes","high-income"
"1802","no","low-income"
"1803","no","high-income"
"1804","yes","low-income"
"1805",NA,"low-income"
"1806","yes","high-income"
"1807","yes","low-income"
"1808","yes","low-income"
"1809","no","high-income"
"1810","no","high-income"
"1811","yes","low-income"
"1812","yes","high-income"
"1813","yes","high-income"
"1814","yes","high-income"
"1815","yes","high-income"
"1816","yes","high-income"
"1817","yes","high-income"
"1818","yes","low-income"
"1819","yes","low-income"
"1820","yes","high-income"
"1821","no","high-income"
"1822","no","low-income"
"1823","yes","high-income"
"1824",NA,"high-income"
"1825","yes","high-income"
"1826","yes","high-income"
"1827",NA,"high-income"
"1828",NA,"low-income"
"1829",NA,"high-income"
"1830","yes","low-income"
"1831","no","high-income"
"1832","yes","low-income"
"1833","yes","high-income"
"1834","yes","low-income"
"1835","no","low-income"
"1836","yes","high-income"
"1837","yes","low-income"
"1838","yes","high-income"
"1839","yes","high-income"
"1840","yes","low-income"
"1841",NA,"high-income"
"1842","yes","high-income"
"1843","yes","high-income"
"1844","yes","low-income"
"1845","yes","low-income"
"1846","yes","low-income"
"1847",NA,"high-income"
"1848","yes","low-income"
"1849","yes","high-income"
"1850","yes","low-income"
"1851",NA,"low-income"
"1852","no","high-income"
"1853","yes","low-income"
"1854",NA,"low-income"
"1855","yes","low-income"
"1856","yes","high-income"
"1857","yes","high-income"
"1858","no","low-income"
"1859","yes","high-income"
"1860","no","high-income"
"1861","no","high-income"
"1862","yes","low-income"
"1863","yes","high-income"
"1864","yes","high-income"
"1865","yes","low-income"
"1866","yes","low-income"
"1867","yes","high-income"
"1868","yes","low-income"
"1869","yes","low-income"
"1870","yes","low-income"
"1871","yes","high-income"
"1872",NA,"low-income"
"1873","no","low-income"
"1874","yes","high-income"
"1875",NA,"high-income"
"1876",NA,"low-income"
"1877","yes","low-income"
"1878",NA,"high-income"
"1879","no","high-income"
"1880",NA,"high-income"
"1881","yes","low-income"
"1882","no","high-income"
"1883","yes","low-income"
"1884","yes","high-income"
"1885","yes","high-income"
"1886","yes","low-income"
"1887","yes","low-income"
"1888","no","high-income"
"1889","yes","high-income"
"1890","yes","low-income"
"1891","yes","high-income"
"1892","yes","low-income"
"1893","no","low-income"
"1894",NA,"low-income"
"1895","yes","high-income"
"1896","yes","low-income"
"1897","yes","low-income"
"1898","yes","low-income"
"1899","no","low-income"
"1900","no","low-income"
"1901","yes","high-income"
"1902","yes","low-income"
"1903",NA,"high-income"
"1904","yes","high-income"
"1905","no","low-income"
"1906","yes","low-income"
"1907","no","low-income"
"1908",NA,"high-income"
"1909","yes","low-income"
"1910","yes","high-income"
"1911","no","low-income"
"1912","yes","low-income"
"1913","yes","high-income"
"1914","yes","low-income"
"1915",NA,"high-income"
"1916","yes","high-income"
"1917","yes","high-income"
"1918","yes","high-income"
"1919","yes","low-income"
"1920","no","low-income"
"1921","yes","low-income"
"1922",NA,"low-income"
"1923",NA,"high-income"
"1924","yes","low-income"
"1925","yes","high-income"
"1926","no","low-income"
"1927","yes","high-income"
"1928","yes","low-income"
"1929","yes","high-income"
"1930","yes","low-income"
"1931","yes","low-income"
"1932","no","high-income"
"1933","yes","low-income"
"1934","yes","low-income"
"1935","yes","low-income"
"1936","yes","low-income"
"1937","yes","high-income"
"1938","yes","high-income"
"1939","yes","high-income"
"1940","yes","low-income"
"1941","yes","high-income"
"1942","yes","high-income"
"1943","yes","high-income"
"1944","no","high-income"
"1945","no","high-income"
"1946",NA,"high-income"
"1947","yes","high-income"
"1948","yes","high-income"
"1949",NA,"low-income"
"1950","yes","high-income"
"1951",NA,"low-income"
"1952","no","high-income"
"1953","no","low-income"
"1954","yes","low-income"
"1955",NA,"low-income"
"1956","yes","low-income"
"1957","yes","high-income"
"1958","no","low-income"
"1959",NA,"low-income"
"1960","yes","high-income"
"1961",NA,"high-income"
"1962","no","high-income"
"1963","yes","low-income"
"1964","yes","high-income"
"1965","yes","high-income"
"1966","yes","high-income"
"1967","yes","high-income"
"1968","no","low-income"
"1969","yes","low-income"
"1970","yes","low-income"
"1971","yes","low-income"
"1972","no","low-income"
"1973","yes","low-income"
"1974","yes","low-income"
"1975","no","low-income"
"1976",NA,"low-income"
"1977","yes","low-income"
"1978","yes","high-income"
"1979","no","high-income"
"1980","no","low-income"
"1981","yes","high-income"
"1982","yes","low-income"
"1983","yes","high-income"
"1984","yes","high-income"
"1985","yes","low-income"
"1986","yes","high-income"
"1987",NA,"high-income"
"1988","yes","low-income"
"1989","yes","high-income"
"1990","yes","low-income"
"1991","yes","low-income"
"1992","yes","low-income"
"1993","no","low-income"
"1994","yes","low-income"
"1995","yes","low-income"
"1996","no","low-income"
"1997","yes","high-income"
"1998","yes","low-income"
"1999",NA,"high-income"
"2000","yes","low-income"
"2001","yes","high-income"
"2002",NA,"high-income"
"2003","yes","low-income"
"2004",NA,"low-income"
"2005","no","high-income"
"2006","yes","high-income"
"2007","yes","low-income"
"2008","yes","low-income"
"2009",NA,"high-income"
"2010","no","high-income"
"2011","yes","low-income"
"2012",NA,"high-income"
"2013","yes","high-income"
"2014","yes","low-income"
"2015","yes","high-income"
"2016","no","high-income"
"2017","yes","high-income"
"2018","yes","low-income"
"2019","yes","low-income"
"2020","yes","low-income"
"2021","no","low-income"
"2022","yes","low-income"
"2023","no","high-income"
"2024","yes","low-income"
"2025","yes","low-income"
"2026","yes","high-income"
"2027","yes","low-income"
"2028","yes","high-income"
"2029","yes","low-income"
"2030","yes","high-income"
"2031","yes","low-income"
"2032","yes","high-income"
"2033","yes","high-income"
"2034","yes","low-income"
"2035","yes","high-income"
"2036","yes","high-income"
"2037","no","low-income"
"2038","yes","high-income"
"2039","yes","low-income"
"2040","yes","high-income"
"2041","yes","low-income"
"2042","yes","low-income"
"2043","yes","low-income"
"2044",NA,"low-income"
"2045",NA,"high-income"
"2046","yes","low-income"
"2047","yes","low-income"
"2048",NA,"high-income"
"2049","yes","low-income"
"2050","yes","low-income"
"2051",NA,"high-income"
"2052","yes","high-income"
"2053","yes","low-income"
"2054","no","high-income"
"2055","yes","high-income"
"2056","yes","high-income"
"2057","no","high-income"
"2058",NA,"low-income"
"2059","yes","low-income"
"2060","yes","low-income"
"2061","yes","low-income"
"2062","no","low-income"
"2063","yes","low-income"
"2064","yes","low-income"
"2065","yes","high-income"
"2066","yes","high-income"
"2067","yes","low-income"
"2068","yes","low-income"
"2069","yes","low-income"
"2070","yes","low-income"
"2071","no","high-income"
"2072","yes","low-income"
"2073","no","low-income"
"2074",NA,"low-income"
"2075","yes","high-income"
"2076",NA,"high-income"
"2077","yes","low-income"
"2078","yes","low-income"
"2079","yes","high-income"
"2080","yes","low-income"
"2081","yes","low-income"
"2082","yes","high-income"
"2083","no","high-income"
"2084","yes","low-income"
"2085",NA,"high-income"
"2086","no","high-income"
"2087","no","low-income"
"2088",NA,"low-income"
"2089","yes","high-income"
"2090","yes","high-income"
"2091","yes","low-income"
"2092","yes","low-income"
"2093","yes","high-income"
"2094","yes","low-income"
"2095","yes","low-income"
"2096","no","low-income"
"2097","yes","high-income"
"2098","no","high-income"
"2099","yes","low-income"
"2100","yes","low-income"
"2101","yes","high-income"
"2102","yes","high-income"
"2103","yes","low-income"
"2104","no","high-income"
"2105","yes","high-income"
"2106",NA,"high-income"
"2107","no","high-income"
"2108","yes","high-income"
"2109","yes","low-income"
"2110","no","low-income"
"2111","yes","high-income"
"2112","yes","high-income"
"2113","yes","low-income"
"2114","no","high-income"
"2115","yes","high-income"
"2116","yes","low-income"
"2117",NA,"low-income"
"2118","yes","low-income"
"2119","yes","high-income"
"2120","yes","low-income"
"2121","yes","low-income"
"2122","yes","low-income"
"2123","yes","high-income"
"2124","no","low-income"
"2125","no","low-income"
"2126",NA,"low-income"
"2127","yes","high-income"
"2128",NA,"low-income"
"2129","yes","low-income"
"2130","no","high-income"
"2131","yes","high-income"
"2132","yes","high-income"
"2133","no","high-income"
"2134","yes","low-income"
"2135",NA,"low-income"
"2136","yes","low-income"
"2137","yes","high-income"
"2138","yes","high-income"
"2139","yes","low-income"
"2140","yes","high-income"
"2141","no","high-income"
"2142","no","high-income"
"2143","no","low-income"
"2144","yes","low-income"
"2145","yes","high-income"
"2146",NA,"low-income"
"2147",NA,"low-income"
"2148","yes","high-income"
"2149",NA,"high-income"
"2150","yes","high-income"
"2151","yes","low-income"
"2152","yes","low-income"
"2153","yes","low-income"
"2154","no","low-income"
"2155","no","high-income"
"2156","yes","low-income"
"2157","yes","low-income"
"2158","yes","low-income"
"2159","yes","high-income"
"2160","no","low-income"
"2161","no","low-income"
"2162","no","high-income"
"2163","no","low-income"
"2164","yes","high-income"
"2165","yes","low-income"
"2166","no","low-income"
"2167","yes","high-income"
"2168","yes","low-income"
"2169","yes","high-income"
"2170","yes","high-income"
"2171","no","low-income"
"2172","yes","high-income"
"2173",NA,"low-income"
"2174",NA,"low-income"
"2175","yes","low-income"
"2176","yes","low-income"
"2177","yes","high-income"
"2178","yes","low-income"
"2179","no","high-income"
"2180","yes","low-income"
"2181","no","high-income"
"2182","yes","low-income"
"2183","yes","low-income"
"2184","yes","low-income"
"2185","yes","low-income"
"2186","yes","high-income"
"2187","yes","high-income"
"2188",NA,"high-income"
"2189","no","low-income"
"2190",NA,"low-income"
"2191","yes","high-income"
"2192","yes","high-income"
"2193",NA,"low-income"
"2194","yes","low-income"
"2195","yes","low-income"
"2196","yes","low-income"
"2197","yes","low-income"
"2198","yes","high-income"
"2199","yes","low-income"
"2200","yes","low-income"
"2201","yes","high-income"
"2202","yes","low-income"
"2203","no","high-income"
"2204","no","low-income"
"2205","yes","low-income"
"2206","yes","low-income"
"2207",NA,"high-income"
"2208",NA,"high-income"
"2209","yes","high-income"
"2210","yes","high-income"
"2211","yes","high-income"
"2212","yes","low-income"
"2213","yes","high-income"
"2214","yes","high-income"
"2215","yes","high-income"
"2216","yes","high-income"
"2217","yes","low-income"
"2218","no","low-income"
"2219","yes","low-income"
"2220","yes","low-income"
"2221",NA,"low-income"
"2222","yes","low-income"
"2223","yes","low-income"
"2224","no","low-income"
"2225","yes","low-income"
"2226","yes","high-income"
"2227",NA,"low-income"
"2228",NA,"low-income"
"2229",NA,"high-income"
"2230","yes","low-income"
"2231","no","low-income"
"2232","yes","high-income"
"2233","no","high-income"
"2234",NA,"low-income"
"2235","yes","low-income"
"2236","no","low-income"
"2237","yes","low-income"
"2238","yes","low-income"
"2239",NA,"low-income"
"2240","yes","high-income"
"2241","yes","high-income"
"2242","yes","low-income"
"2243","yes","low-income"
"2244","yes","high-income"
"2245","no","high-income"
"2246","yes","high-income"
"2247",NA,"low-income"
"2248","yes","high-income"
"2249",NA,"low-income"
"2250","yes","high-income"
"2251","yes","high-income"
"2252","yes","high-income"
"2253",NA,"low-income"
"2254",NA,"low-income"
"2255",NA,"low-income"
"2256","yes","high-income"
"2257","yes","high-income"
"2258","yes","low-income"
"2259","yes","high-income"
"2260","yes","low-income"
"2261","yes","high-income"
"2262","yes","low-income"
"2263","yes","high-income"
"2264","no","high-income"
"2265",NA,"high-income"
"2266","yes","low-income"
"2267","no","low-income"
"2268","yes","high-income"
"2269","yes","high-income"
"2270","yes","low-income"
"2271","no","low-income"
"2272","yes","high-income"
"2273","yes","high-income"
"2274","yes","low-income"
"2275",NA,"high-income"
"2276","yes","high-income"
"2277","yes","low-income"
"2278","no","high-income"
"2279","yes","low-income"
"2280","yes","high-income"
"2281","yes","high-income"
"2282","yes","high-income"
"2283","yes","low-income"
"2284","no","high-income"
"2285","yes","high-income"
"2286","yes","high-income"
"2287","no","high-income"
"2288","yes","low-income"
"2289","yes","high-income"
"2290","yes","high-income"
"2291",NA,"low-income"
"2292","yes","low-income"
"2293",NA,"low-income"
"2294","yes","high-income"
"2295","yes","high-income"
"2296","yes","high-income"
"2297","yes","low-income"
"2298","yes","low-income"
"2299","yes","low-income"
"2300","yes","low-income"
"2301","yes","high-income"
"2302","no","low-income"
"2303","yes","high-income"
"2304","yes","low-income"
"2305","yes","high-income"
"2306","yes","low-income"
"2307","yes","high-income"
"2308","no","low-income"
"2309","yes","high-income"
"2310","yes","low-income"
"2311","yes","high-income"
"2312","yes","high-income"
"2313","no","low-income"
"2314","no","high-income"
"2315","yes","low-income"
"2316","yes","low-income"
"2317","no","low-income"
"2318","yes","high-income"
"2319","yes","high-income"
"2320","yes","low-income"
"2321",NA,"high-income"
"2322","yes","low-income"
"2323","no","low-income"
"2324","yes","high-income"
"2325","yes","high-income"
"2326","yes","low-income"
"2327",NA,"low-income"
"2328","yes","high-income"
"2329","yes","low-income"
"2330","yes","low-income"
